Build Deployment Info Sheet - For internal use only
Build Deployment Info Sheet - For internal use only
BUILDINFO:A=calculate-service=A,F=calculate-service=F,J=hcfi-common-services-develop-sit-pipeline=J,N=7=N,R=git@github.honda.ca:hfs/hcfi-common-services.git=R,B=refs/remotes/origin/feature/kevin-test-nexus=B,V=17c2c2c283e6a08d1d602bbaec72b56c7033daf3=V,S=StanleyZhao=S
BUILDINFO:A=dealer-service=A,F=dealer-service=F,J=hcfi-common-services-develop-sit-pipeline=J,N=7=N,R=git@github.honda.ca:hfs/hcfi-common-services.git=R,B=refs/remotes/origin/feature/kevin-test-nexus=B,V=17c2c2c283e6a08d1d602bbaec72b56c7033daf3=V,S=StanleyZhao=S
BUILDINFO:A=model-service=A,F=model-service=F,J=hcfi-common-services-develop-sit-pipeline=J,N=7=N,R=git@github.honda.ca:hfs/hcfi-common-services.git=R,B=refs/remotes/origin/feature/kevin-test-nexus=B,V=17c2c2c283e6a08d1d602bbaec72b56c7033daf3=V,S=StanleyZhao=S
BUILDINFO:A=rate-service=A,F=rate-service=F,J=hcfi-common-services-develop-sit-pipeline=J,N=7=N,R=git@github.honda.ca:hfs/hcfi-common-services.git=R,B=refs/remotes/origin/feature/kevin-test-nexus=B,V=17c2c2c283e6a08d1d602bbaec72b56c7033daf3=V,S=StanleyZhao=S
BUILDINFO:A=hcfi-xpress-rpm-ear=A,F=hcfi-xpress-rpm-ear.ear=F,J=hcfi-printable-contracts-develop-pipeline=J,N=41=N,R=git@github.honda.ca:hfs/hcfi-printable-contracts.git=R,B=origin/develop=B,V=8a919cc778d28bac9bb691edd943d9b5733a6fed=V,S=StanleyZhao=S
BUILDINFO:A=hcfi-xpress-rpm-ear=A,F=hcfi-xpress-rpm-ear.ear=F,J=hcfi-printable-contracts-develop-pipeline=J,N=42=N,R=git@github.honda.ca:hfs/hcfi-printable-contracts.git=R,B=origin/develop=B,V=86b0dce91e30fed50081b0f333098768a98c0f6b=V,S=StanleyZhao=S
DEPLOYINFO:A=hcfi-xpress-rpm-ear=A,F=hcfi-xpress-rpm-ear.ear=F,J=hcfi-printable-contracts-develop-pipeline=J,N=41=N,R=git@github.honda.ca:hfs/hcfi-printable-contracts.git=R,B=origin/develop=B,V=8a919cc778d28bac9bb691edd943d9b5733a6fed=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=32-prod=C,D=1653624418=D,S=StanleyZhao=S
DEPLOYINFO:A=CommonRestServices=A,F=CommonRestServices.ear=F,J=ClearCaseMigratedJobs/HCFI/CommonRestService=J,N=v19_03_17=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/CommonZoneApps=Z,C=15=C,D=1660442810=D,S=StanleyZhao=S
DEPLOYINFO:A=hcfi-xpress-rpm-ear=A,F=hcfi-xpress-rpm-ear.ear=F,J=hcfi-printable-contracts-develop-pipeline=J,N=46=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBizInScopeApps=Z,C=5=C,D=1663467140=D,S=StanleyZhao=S
DEPLOYINFO:A=model-service=A,F=model-service.war=F,J=hcfi-common-services-develop-sit-pipeline=J,N=9=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBizInScopeApps=Z,C=5=C,D=1663467140=D,S=StanleyZhao=S
DEPLOYINFO:A=credit-application-service=A,F=credit-application-service.war=F,J=hcfi-credit-service-develop-sit-pipeline=J,N=52=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBizInScopeApps=Z,C=5=C,D=1663467140=D,S=StanleyZhao=S
DEPLOYINFO:A=auto=A,F=auto.ear=F,J=buildEBizApp=J,N=v19_01_905=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=49=C,D=1663467242=D,S=StanleyZhao=S
DEPLOYINFO:A=credit-application-service=A,F=credit-application-service.war=F,J=hcfi-credit-service-develop-sit-pipeline=J,N=53=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBizInScopeApps=Z,C=11=C,D=1663733242=D,S=StanleyZhao=S
DEPLOYINFO:A=ETechStoreEAR=A,F=ETechStoreEAR.ear=F,J=ClearCaseMigratedJobs/ConnectedVehicles/ETECH/buildETechDataCollection=J,N=V1_23=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/CommonZoneApps=Z,C=17=C,D=1664071593=D,S=StanleyZhao=S
"DEPLOYINFO:A=datastage-prod-ch=A,F=datastage-prod-ch-jobs=F,J=NotAvailable=J,N=NotAvailable=N,R=NotAvailable=R,B=origin/feature/kevin-test-prod-report=B,V=NotAvailable=V,Z=DataManagement/DataStage-PROD-CH-Deployment=Z,C=7=C,D=2022-10-04: 14:39:03=D,S=KevinLou=S"
DEPLOYINFO:A=auto=A,F=auto.ear=F,J=buildEBizApp=J,N=0924_918=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=51=C,D=1664942721=D,S=StanleyZhao=S
DEPLOYINFO:A=hcfi-xpress-rpm-ear=A,F=hcfi-xpress-rpm-ear.ear=F,J=hcfi-printable-contracts-develop-pipeline=J,N=56=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBizInScopeApps=Z,C=13=C,D=1665885994=D,S=StanleyZhao=S
DEPLOYINFO:A=auto=A,F=auto.ear=F,J=buildEBizApp=J,N=1003_936=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=57=C,D=1665886458=D,S=StanleyZhao=S
DEPLOYINFO:A=techlineHelp=A,F=techlineHelp.ear=F,J=buildEBizApp=J,N=KSR-1152-UIChange_935=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=58=C,D=1666130707=D,S=StanleyZhao=S
DEPLOYINFO:A=auto=A,F=auto.ear=F,J=buildEBizApp=J,N=v19_01_946=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=60=C,D=1666491269=D,S=StanleyZhao=S
DEPLOYINFO:A=ETechStoreEAR=A,F=ETechStoreEAR.ear=F,J=ClearCaseMigratedJobs/ConnectedVehicles/ETECH/buildETechDataCollection=J,N=V1_24=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/CommonZoneApps=Z,C=19=C,D=1666750701=D,S=StanleyZhao=S
DEPLOYINFO:A=eotGroundingTool=A,F=eotGroundingTool.ear=F,J=ClearCaseMigratedJobs/HCFI/eotGroundingTool=J,N=v19_03_53=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/CommonZoneApps=Z,C=23=C,D=1668308749=D,S=StanleyZhao=S
DEPLOYINFO:A=techlineHelp=A,F=techlineHelp.ear=F,J=buildEBizApp=J,N=KSR-1049-Reactivated_947=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=62=C,D=1669849567=D,S=StanleyZhao=S
DEPLOYINFO:A=auto=A,F=auto.ear=F,J=buildEBizApp=J,N=1129_968=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=64=C,D=1670122911=D,S=StanleyZhao=S
DEPLOYINFO:A=auto=A,F=auto.ear=F,J=buildEBizApp=J,N=v19_01_970=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBiz=Z,C=66=C,D=1670389997=D,S=StanleyZhao=S
DEPLOYINFO:A=auth-service=A,F=auth-service.war=F,J=hcfi-auth-service-develop-sit-pipeline=J,N=24=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBizInScopeApps=Z,C=20=C,D=1673415928=D,S=StanleyZhao=S
DEPLOYINFO:A=credit-application-service=A,F=credit-application-service.war=F,J=hcfi-credit-service-develop-sit-pipeline=J,N=60=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eBizInScopeApps=Z,C=20=C,D=1673415929=D,S=StanleyZhao=S
DEPLOYINFO:A=finance-mapics-service=A,F=finance-mapics-service.war=F,J=hcfi-finance-mapics-service-sit-pipeline=J,N=44=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/HCFI-JBoss=Z,C=5=C,D=1673416279=D,S=StanleyZhao=S
DEPLOYINFO:A=ems-dashboard-service=A,F=ems-dashboard-service.war=F,J=LegacyJenkins/EMS/EMS-Pipelines/ems-dashboard-service=J,N=32=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/EMS=Z,C=12=C,D=1673417797=D,S=StanleyZhao=S
DEPLOYINFO:A=ems-midtronics-service=A,F=ems-midtronics-service.war=F,J=LegacyJenkins/EMS/EMS-Pipelines/ems-midtronics-service=J,N=123=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/EMS=Z,C=12=C,D=1673417798=D,S=StanleyZhao=S
DEPLOYINFO:A=ems-admin-service=A,F=ems-admin-service.war=F,J=LegacyJenkins/EMS/EMS-Pipelines/ems-admin-service=J,N=40=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/EMS=Z,C=12=C,D=1673417798=D,S=StanleyZhao=S
DEPLOYINFO:A=ems-tablet-service=A,F=ems-tablet-service.war=F,J=LegacyJenkins/EMS/EMS-Pipelines/ems-tablet-service=J,N=30=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/EMS=Z,C=12=C,D=1673417799=D,S=StanleyZhao=S
DEPLOYINFO:A=ems-vin-consumer-service=A,F=ems-vin-consumer-service.war=F,J=LegacyJenkins/EMS/EMS-Pipelines/ems-vin-consumer-service=J,N=32=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/EMS=Z,C=12=C,D=1673417799=D,S=StanleyZhao=S
DEPLOYINFO:A=eOffice=A,F=eOffice.ear=F,J=buildEOfficeApp=J,N=version_253=N,R=NotAvailable=R,B=NotAvailable=B,V=NotAvailable=V,Z=DevOpsJobs/QA-PROD-Auto-Deployments/eOffice=Z,C=11=C,D=1673752839=D,S=StanleyZhao=S
